,Unnamed: 0,Location,Round_x,Bespoke,QRef,Difficulty,Avg,Max,Count,Total_Pop,Round_y,Questions,Answer ,Extra Info,Points,Percentage,Kudos,QL
0,0,LEB,FIL,Y,173FILQ07,Easy,0.7978723404255319,1,94,475,FIL,What’s the name of the psychotic clown in ‘It’?,Pennywise,,1.0,0.8426966292134831,,
1,10,LEB,FIL,Y,227FILQ10,Easy,0.7647058823529411,1,17,475,FIL,"What is the name of the dragon, voiced by Eddie Murphy, in Disney’s Mulan?",Mu-shu,,1.0,0.72,,
2,241,LEB,FIL,Y,278FILQ07,Easy,0.6739130434782609,1,92,475,FIL,For which 2002 World War 2 film did Adrien Brody win his Best Actor Academy Award?,The Pianist,Youngest ever recipient of the award at 29,1.0,0.6888888888888889,,
3,248,LEB,FIL,Y,280FILQ08,Easy,0.7042253521126759,1,71,475,,,,,,,,
4,287,LEB,FIL,Y,292FILQ10,Easy,0.8731343283582089,1,268,475,FIL,"Finish off the title to this 2011 film, starring Daniel Craig: 'Cowboys and...'?",Aliens,,1.0,0.9140893470790378,,
5,51,LEB,FIL,Y,256FILQ08,Medium,0.6,1,20,187,FIL,"True or false: There was a remake of Psycho released, with Vince Vaughn in the starring role?",True,Nominated for loads of Golden Raspberries,1.0,0.631578947368421,,
6,72,LEB,FIL,Y,267FILQ03,Medium,0.600896860986547,1,223,187,FIL,"Who directed the ‘Godfather’, the ‘Godfather pt2’ and ‘Apocalypse Now?",Francis Ford Coppola,,1.0,0.6261682242990654,,
7,79,LEB,FIL,Y,268FILQ04,Medium,0.5555555555555556,1,81,187,FIL,In which decade were both Monty Pythons’ the Life of Brian’ and ‘the Holy Grail’ released?,1970s,,1.0,0.5769230769230769,,
8,74,LEB,FIL,Y,254FILQ10,Hard,0.16666666666666666,1,6,282,FIL,"In ‘Bruce Almighty’ what is the food related sign off Jim Carrey’s character, Bruce, uses?",“That’s the way the cookie crumbles”,,1.0,0.16666666666666666,,
9,197,LEB,FIL,Y,296FILQ07,Hard,0.5015673981191222,1,319,282,FIL,"Whiplash, Iron Monger and the Mandarin are all villains in which superhero series?",Iron Man,"From Iron Man 2, Iron Man and Iron Man 3",1.0,0.5144694533762058,,
10,10,LEB,SPO,Y,245SPOQ05,Easy,1.0,1,9,107,SPO,In 2017 the island of Madeira unveiled a new bust of which sportsman?,Cristiano Ronaldo,,1.0,1.0,2020-09-07,
11,14,LEB,SPO,Y,249SPOQ02,Easy,0.8,1,15,107,SPO,"Also the name of a UK TV show, what is the name of the 2 player game in which one player must try and guess the order of 4 coloured pegs arranged by the other player?",Mastermind,,1.0,0.8571428571428571,,
12,50,LEB,SPO,Y,284SPOQ03,Easy,0.8923076923076924,1,195,107,SPO,"In the video game series, what is the name of Mario's slightly younger but taller brother?",Luigi,,1.0,0.9560439560439562,2020-09-21,
13,58,LEB,SPO,Y,294SPOQ10,Easy,0.8392857142857143,1,336,107,SPO,For which English Premier League club is Gunnersaurus the mascot of?,Arsenal,He's a dinosaur,1.0,0.8811369509043928,2020-02-21,
14,85,LEB,SPO,Y,321SPOQ02,Easy,0.7384615384615385,1,325,107,SPO,"In men's Tennis, what is the name of the international team event founded in 1900?",Davis Cup,Female version is the Fed Cup,1.0,0.761904761904762,2019-09-13,
15,16,LEB,SPO,Y,276SPOQ04,Medium,0.6222222222222222,1,180,56,SPO,"Popular on cruise ships, what is the name of the game where participants use cues to slide weighted discs into a marked scoring area?",Shuffleboard/quoits,able version also known as quoits,1.0,0.6706586826347305,,
16,17,LEB,SPO,Y,276SPOQ07,Medium,0.6444444444444445,1,180,56,SPO,What is the term commonly used in American football when a very long forward pass is made in desperation with only a small chance of success?,Hail Mary Pass,,1.0,0.688622754491018,2020-08-03,
17,21,LEB,SPO,Y,278SPOQ07,Medium,0.6785714285714286,1,28,56,SPO,Name the sport that originated as a method for rock climbers to practice specific moves at a safe distance from the ground?,Bouldering,,1.0,0.6785714285714286,2020-08-24,
18,17,LEB,SPO,Y,245SPOQ07,Hard,0.5555555555555556,1,9,169,SPO,‘The Owls’ is the nickname of which English football team?,Sheffield Wednesday,,1.0,0.5555555555555556,2020-09-28,
19,168,LEB,SPO,Y,371SPOQ08,Hard,0.4196428571428572,1,112,169,SPO,In which Nintendo video game series would you find the protagonist Samus Aran?,Metroid,[Sam-us or Sam-oos],1.0,0.43119266055045874,2020-04-20,6.0
20,162,LEB,MUS,Y,261MUSQ10,Easy,0.7777777777777778,1,9,454,MUS,Artist? (Place Your Hands - Reef),Reef,,1.0,0.5714285714285714,,
21,172,LEB,MUS,Y,262MUSQ08,Easy,0.7948717948717948,1,39,454,MUS,Artist? (Ace of Spades- Motorhead),Motorhead,,1.0,0.8157894736842105,,
22,323,LEB,MUS,Y,293MUSQ08,Easy,0.9634146341463414,1,410,454,MUS,Title? (Stand By Me- Ben. E. King) S30s A42s,Stand By Me, S30s A42s,1.0,0.9800995024875623,,
23,374,LEB,MUS,Y,304MUSQ05,Easy,0.6779141104294478,1,326,454,MUS,Title? (Pass Out- Tinie Tempah) S28s A31s,Pass Out, S28s A31s,1.0,0.7175324675324676,,
24,390,LEB,MUS,Y,307MUSQ10,Easy,0.8527607361963192,1,163,454,MUS,Title? (Kids In America- Kim Wilde) S40s A44s,Kids In America, S40s A44s,1.0,0.8736263736263736,,
25,26,LEB,MUS,Y,240MUSQ08,Medium,0.5531914893617021,1,47,160,MUS,"Male Artist? (Ain’t No Mountain High Enough- Marvin Gaye, Tammi Terrell)","Marvin Gaye, Tammi Terrell",,1.0,0.5909090909090909,,
26,84,LEB,MUS,Y,278MUSQ10,Medium,0.5480769230769231,1,104,160,MUS,Title? (Ride on Time- Black Box. 1990) S40s A1:33s,Ride on Time, S40s A1:33s,1.0,0.5384615384615384,,
27,86,LEB,MUS,Y,278MUSQ04,Medium,0.5041322314049587,1,121,160,MUS,"Title? (One Dance- Drake, WizKid, Kyla. 2016) S28s A30s",One Dance, S28s A30s,1.0,0.5213675213675214,,
28,77,LEB,MUS,Y,255MUSQ01,Hard,0.375,1,8,240,MUS,Artist? (Good Times- Chic),Chic,,1.0,0.375,,
29,136,LEB,MUS,Y,283MUSQ05,Hard,0.2348178137651821,1,247,240,MUS,Artist? (Dust in the Wind- Kansas),Kansas,,1.0,0.25,,
30,1,LEB,CUR,Y,329CURQ02,Easy,0.8048780487804879,1,287,23,CUR,"In May2018, the United States of America moved their Israeli embassy to Jerusalem from which city?",Tel Aviv,,1.0,0.8279569892473119,,
31,2,LEB,CUR,Y,329CURQ04,Easy,0.686411149825784,1,287,23,CUR,"How many grams of sugar were in a can of the old recipe Irn Bru: A)16g, B)34g, C)50g?",B)34g,The new 2018 recipe has 16g. 34g was 38% of your recommended amount,1.0,0.7060931899641577,,
32,4,LEB,CUR,Y,329CURQ06,Easy,0.7526132404181185,1,287,23,CUR,"What does GDPR stand for, which was brought into effect in 2018?",General Data Protection Regulation,,1.0,0.7741935483870968,2019-10-02,
33,6,LEB,CUR,Y,329CURQ09,Easy,0.6585365853658537,1,287,23,CUR,"Which American cleaning product had to change their design and add warning labels, after an online craze challenged individuals to eat them?",Tide,For their Tide Pods,1.0,0.6774193548387096,,
34,15,LEB,CUR,Y,370CURQ06,Easy,0.6635944700460831,1,217,23,CUR,The World Athletics Championships are currently taking place in what small Middle Eastern country?,Qatar,Notorious for climate-controlled stadiums devoid of spectators,1.0,0.676056338028169,,
35,0,LEB,CUR,Y,329CURQ01,Medium,0.5730659025787965,1,349,10,CUR,Who won the 2018 edition of 'The Great British Bake Off'?,Rahul Mandal,"This was despite having one of his glass jars explode during the Showstopper, literally stopping the show. Just first name is fine.",1.0,0.5412186379928315,,
36,2,LEB,CUR,Y,329CURQ08,Medium,0.5574912891986062,1,287,10,CUR,Which ceremonial object did a Labour MP pick up in protest while in the House of Commons in 2018?,Mace,Made way back in 1660; picked up in protest at the delay in the Brexit vote,1.0,0.5734767025089605,,
37,5,LEB,CUR,Y,365CURQ05,Medium,0.577922077922078,1,154,10,CUR,"In August, which country announced it planned to block 2 US congresswomen from entering?",Israel,Ilhan Omar and Rashida Tlaib. Israel changed its mind but they congresswomen rejected it,1.0,0.5894039735099338,,
38,1,LEB,CUR,Y,365CURQ09,Hard,0.2987012987012987,1,154,7,CUR,What is the title of the 2020 James Bond film?,No Time To Die,Previously just 'Bond 25',1.0,0.304635761589404,2019-12-12,
39,2,LEB,CUR,Y,370CURQ08,Hard,0.4377880184331797,1,217,7,CUR,In which city did the 2019 Labour Party Conference take place?,Brighton,21st of September to the 25th,1.0,0.4460093896713615,,
40,16,LEB,GRA,Y,237GRAQ04,Easy,0.7142857142857143,1,35,332,GRA,Who was the longest serving female presenter of Blue Peter: A) Valerie Singleton B) Konnie Huq C) Yvette Fielding?,B) Konnie Huq,"10 years, 53 days",1.0,0.7352941176470589,,
41,58,LEB,GRA,Y,251GRAQ08,Easy,0.7457627118644068,1,59,332,GRA,Who was the Norse God of mischief and tricks?,Loki,,1.0,0.8,2020-06-01,
42,149,LEB,GRA,Y,271GRAQ04,Easy,0.6829268292682927,1,205,332,GRA,What number would you associate with the celebration of cannabis culture?,420,,1.0,0.7526881720430108,,
43,257,LEB,GRA,Y,297GRAQ10,Easy,0.8658146964856229,1,313,332,GRA,The story that inspired the modern marathon running event originated in which mythology?,Greek,Someone ran from Marathon to Athens. He reported a battle story then dropped dead,1.0,0.9518072289156626,,
44,295,LEB,GRA,Y,307GRAQ05,Easy,0.6798866855524079,1,353,332,GRA,Who wrote the 1869 novel 'War and Peace'?,Leo Tolstoy,,1.0,0.75,2019-10-02,
45,41,LEB,GRA,Y,259GRAQ09,Medium,0.5909090909090909,1,22,142,GRA,"In nautical terms, which direction is stern?",the rear/behind,,1.0,0.5909090909090909,2020-03-11,
46,117,LEB,GRA,Y,301GRAQ09,Medium,0.5380116959064327,1,342,142,GRA,What is the name of the one-off match between the respective winners of the Champions and Europa Leagues?,Super Cup,,1.0,0.5916398713826366,,
47,118,LEB,GRA,Y,302GRAQ04,Medium,0.5433333333333333,1,300,142,GRA,"Name the theatrical show, originating from Brighton, in which a group uses the body and everyday household objects to create a performance of rhythms, acrobatics and pantomime?",Stomp,Premiered in 1991,1.0,0.5842293906810035,2020-01-17,
48,40,LEB,GRA,Y,246GRAQ09,Hard,0.5,1,6,253,GRA,"Dome, Pinnacle, Wedge, Dry-Dock and Blocky are all types of which naturally occurring object: A)Cliffs, B)Icebergs, C)Waterfalls?",B) Iceberg,,1.0,0.6,,10.0
49,155,LEB,GRA,Y,287GRAQ07,Hard,0.3464566929133858,1,127,253,GRA,"Which of the following are considered fit to eat, or 'Kosher', according to Jewish dietary law: A)Grasshopper, B)Penguin, C)Snail?",A)Grasshopper,"Predatory birds and creatures that 'go on their bellies' are not kosher, as well as most flying insects.",1.0,0.38596491228070173,,
50,14,RAV,GEO,N,234GEOQ10,Easy,0.8987341772151899,1,79,225,GEO,Which country has the larger population; Mexico or South Africa?,Mexico,"Around 122,000,000. South Africa is 55,000,000",1.0,0.9111111111111111,2020-04-20,
51,120,RAV,GEO,N,279GEOQ04,Easy,0.8,1,140,225,GEO,Which mountain is taller; Mount Fuji or Ben Nevis?,Mount Fuji,"12,388 ft high, compared to 4,409ft for Ben Nevis",1.0,0.823529411764706,2020-03-05,
52,168,RAV,GEO,N,303GEOQ10,Easy,0.8652482269503546,1,282,225,GEO,What is the primary language spoken in Colombia?,Spanish,,1.0,0.9294871794871795,2020-04-12,
53,31,RAV,GEO,N,265GEOQ01,Medium,0.5294117647058824,1,119,85,GEO,What is the capital city of the Republic of Cyprus?,Nicosia,,1.0,0.5238095238095238,,
54,77,RAV,GEO,N,320GEOQ10,Medium,0.5259515570934256,1,289,85,GEO,"Svalbard, Ellesmere and Franz Josef Land are all islands in what ocean?",Arctic,Anyone arguing that the Arctic is just a marginal sea of the Atlantic Ocean can be politely told that it is defined as an ocean by the International Hydrographic Organization.,1.0,0.5292397660818714,,
55,91,RAV,GEO,N,301GEOQ05,Hard,0.4794520547945205,1,365,126,GEO,The Bay of Biscay is found off the west coast of which country?,France,,1.0,0.49575070821529743,2019-10-25,
56,109,RAV,GEO,N,323GEOQ06,Hard,0.36813186813186816,1,364,126,GEO,How many countries does the Yangtze river flow through?,1,Just China,1.0,0.3817663817663818,2019-11-23,6.0
57,75,RAV,FOO,N,273FOOQ02,Easy,0.9112426035502958,1,169,146,,,,,,,,
58,104,RAV,FOO,N,291FOOQ10,Easy,0.9108527131782944,1,258,146,FOO,In which state was Jack Daniels Whiskey founded in 1875?,Tennessee,,1.0,0.975177304964539,,
59,112,RAV,FOO,N,294FOOQ09,Easy,0.794344473007712,1,389,146,FOO,What animal is the mascot for 'The Coca Cola Company'?,Polar Bear,,1.0,0.8196286472148541,,
60,32,RAV,FOO,N,289FOOQ03,Medium,0.5189873417721519,1,79,52,FOO," 'Thin mints', 'peanut butter patties', 'savannah smiles' and 'do-si-dos' are all cookies sold by which American organisation?",Girl Scouts,,1.0,0.5540540540540541,,
61,45,RAV,FOO,N,320FOOQ08,Medium,0.6262886597938144,1,388,52,FOO,True or False; France consumes the most wine per person in the world?,False,"Andorra is number 1, then the Vatican city. For Andorra it works out at 76 bottles per person per year",1.0,0.6639344262295082,2019-08-22,
62,8,RAV,FOO,N,240FOOQ09,Hard,0.09375,1,32,80,FOO,"Which food’s English name stems from Latin, via Old French, to mean “twice-cooked”?",Biscuit,"The Old French word bescuit is derived from the Latin words bis (twice) and coquere, coctus (to cook, cooked), and, hence, means ""twice-cooked",1.0,0.1,,
63,12,RAV,FOO,N,247FOOQ04,Hard,0.2,1,15,80,FOO,"In the nonsense poem by Edward Lear, what type of spread did The Owl and the Pussycat take with them on their voyage?",Honey,,1.0,0.21428571428571427,,
64,28,RAV,SPO,N,249SPOQ08,Easy,0.8,1,15,179,SPO,Which country holds the World Record and Olympic record for the men’s 4x100m relay?,Jamaica,,1.0,0.8571428571428571,2020-04-20,8.0
65,77,RAV,SPO,N,278SPOQ08,Easy,0.6785714285714286,1,28,179,SPO,"Beginning with S [sierra], which sporting goods company has produced the official basketball for the NBA since 1983?",Spalding,The first company to make a basketball for official use,1.0,0.6785714285714286,2020-06-01,
66,107,RAV,SPO,N,297SPOQ04,Easy,0.5783783783783784,1,370,179,SPO,After which animal is the two-deck variation of the solitaire card game named?,Spider,The spider solitaire game that came installed on windows,1.0,0.622093023255814,2020-01-30,
67,13,RAV,SPO,N,260SPOQ04,Medium,0.532258064516129,1,62,66,SPO,What is the board game Cluedo known as in North America?,Clue,,1.0,0.5689655172413793,2020-02-28,
68,40,RAV,SPO,N,303SPOQ03,Medium,0.446875,1,320,66,SPO,"Pato, a horseback game that combines polo and basketball, is the national sport of which South American country?",Argentina,"Official sport since 1953. Pato also means duck, like the bird.",1.0,0.47666666666666674,2019-12-19,
69,11,RAV,SPO,N,251SPOQ01,Hard,0.4262295081967213,1,61,92,SPO,How many players make up a Rugby League team?,13,,1.0,0.411764705882353,2020-06-29,
70,50,RAV,SPO,N,300SPOQ08,Hard,0.2096273291925466,2,322,92,SPO,What is the record for the longest word possible in the game Boggle?,"17=2pts, 14-20=1pt","inconsequentially, quadricentennials, and sesquicentennials. All seventeen-letter words made possible by q and u appearing on the same face of one cube.",2.0,0.43130990415335463,,
71,13,RAV,SCI,N,241SCIQ02,Easy,0.8378378378378378,1,37,168,SCI,What type of animal is a Prairie Dog: A) Dog B) Rodent C) Cat?,B) Rodent,A burrowing rodent native to North America,1.0,0.9117647058823529,2020-07-27,
72,48,RAV,SCI,N,258SCIQ06,Easy,0.75,1,12,168,SCI,"Name the British astronaut who ran the 2016 London Marathon, from space, on an ISS treadmill?",Tim Peake,,1.0,0.75,2020-04-26,
73,50,RAV,SCI,N,258SCIQ08,Easy,0.8333333333333334,1,12,168,SCI,"Mentioned in a Queen song, who discovered 4 of Jupiter’s moons in the 1600s?",Galileo,,1.0,0.8333333333333335,2020-06-22,
74,13,RAV,SCI,N,255SCIQ01,Medium,0.6153846153846154,2,104,63,SCI,After which 2 pieces of lab equipment are the scientist and his assistant named in the Muppets?,Bunsen burner and Beaker= 1pt each,Bunsen Honeydew and Beaker are the character names,2.0,0.6918604651162791,,
75,52,RAV,SCI,N,308SCIQ07,Medium,0.6,1,140,63,SCI,"In anatomical terms, if a person is lying 'supine'[soo-pine] are they lying: face up or face down?",Face up,Prone is face down,1.0,0.6176470588235294,2020-01-30,
76,5,RAV,SCI,N,236SCIQ04,Hard,0.4803921568627451,2,51,98,SCI,Which 2 planets in our solar system have no known moons?,Mercury and Venus =1pt each,,2.0,0.532608695652174,2020-10-12,
77,89,RAV,SCI,N,323SCIQ08,Hard,0.3076923076923077,1,13,98,,,,,,,,
78,20,RAV,ART,N,263ARTQ02,Easy,0.8412698412698413,1,63,100,ART,What is the name of the American company whose soup can designs were the subject of Warhol’s set of 32 screen prints?,Campbell’s,,1.0,0.9137931034482758,2020-03-23,3.0
79,42,RAV,ART,N,280ARTQ10,Easy,0.7368421052631579,1,38,100,,,,,,,,
80,91,RAV,ART,N,340ARTQ03,Easy,0.7378277153558053,1,267,100,ART,Finish off the title to this 1924 E.M.Forster novel; 'A Passage to BLANK'?,India,,1.0,0.7519083969465647,2019-08-22,
81,1,RAV,ART,N,226ARTQ01,Medium,0.6206896551724138,1,29,38,ART,"Who wrote '20,000 Leagues Under the Sea'?",Jules Verne,,1.0,0.7777777777777778,2020-05-03,10.0
82,32,RAV,ART,N,322ARTQ10,Medium,0.5102739726027398,1,292,38,ART,"Name the children’s novel, by Roald Dahl, about a shy old man who tries to make a tortoise grow bigger?",Esio Trot,Tortoise backwards...,1.0,0.5363636363636364,2019-11-01,
83,14,RAV,ART,N,274ARTQ05,Hard,0.34108527131782945,1,129,51,ART,"Name the poet responsible for works such as ‘the Love Song of J. Alfred Prufrock’, ‘The Waste Land’ and ‘Ash Wednesday’?",T S Eliot,,1.0,0.3636363636363637,2020-02-21,
84,38,RAV,ART,N,304ARTQ10,Hard,0.4638783269961978,1,263,51,ART,Which stringed instruments name roughly translates to 'jumping flea'?,Ukulele,Possibly because of the movement of the players fingers.,1.0,0.46440677966101696,2019-09-06,3.0
85,2,KUD,CUR,N,329CURQ04,Easy,0.686411149825784,1,287,23,CUR,"How many grams of sugar were in a can of the old recipe Irn Bru: A)16g, B)34g, C)50g?",B)34g,The new 2018 recipe has 16g. 34g was 38% of your recommended amount,1.0,0.7060931899641577,,
86,5,KUD,CUR,N,329CURQ07,Easy,0.8153310104529616,1,287,23,CUR,Which company sent a 2008 Roadster driven by a ‘Spaceman’ into orbit in 2018?,Tesla/Space X,Both owned by Elon Musk,1.0,0.8387096774193549,2020-02-15,
87,19,KUD,CUR,N,375CURQ10,Easy,0.6356589147286822,1,129,23,CUR,Which English band revealed the track listing for their latest album in the classified adverts of a local newspaper?,Coldplay,,1.0,0.6993464052287581,,
88,0,KUD,CUR,N,329CURQ01,Medium,0.5730659025787965,1,349,9,CUR,Who won the 2018 edition of 'The Great British Bake Off'?,Rahul Mandal,"This was despite having one of his glass jars explode during the Showstopper, literally stopping the show. Just first name is fine.",1.0,0.5412186379928315,,
89,1,KUD,CUR,N,329CURQ03,Medium,0.5574912891986062,1,287,9,CUR,"The portrait of which English scientist was found on the old cotton paper £10 note, which was withdrawn from circulation in 2018?",Charles Darwin,,1.0,0.5734767025089605,2019-12-12,
90,3,KUD,CUR,N,365CURQ10,Medium,0.568,1,125,9,CUR,What is the surname of the President of Brazil?,Bolsonaro,Jair Bolsonaro; reitred military officer,1.0,0.5629139072847682,2019-12-08,
91,1,KUD,CUR,N,365CURQ09,Hard,0.2987012987012987,1,154,7,CUR,What is the title of the 2020 James Bond film?,No Time To Die,Previously just 'Bond 25',1.0,0.304635761589404,2019-12-12,
92,5,KUD,CUR,N,375CURQ06,Hard,0.24375,2,160,7,CUR,"In years, what was the longest sentence recently given out by the Spanish supreme court to the group of Catalan separatist politicians?","13=2pts, 10-16=1pt","13 years to Oriol Junqueras, the former vice-president of Catalonia, for sedition and misuse of public funds, the rest were between 9-12 years",2.0,0.5098039215686274,,
93,12,KUD,GRA,N,234GRAQ03,Easy,0.8191489361702128,1,94,374,GRA,SW19 5AE is the postcode for which famous sporting venue?,Wimbledon,,1.0,0.9058823529411765,,
94,163,KUD,GRA,N,271GRAQ01,Easy,0.7043478260869566,1,230,374,GRA,Which country hosted the 2010 FIFA World Cup?,South Africa,,1.0,0.7580645161290324,2020-08-24,
95,371,KUD,GRA,N,319GRAQ05,Easy,0.6807909604519774,1,354,374,GRA,What is the name of Microsoft's virtual assistant?,Cortana,Named after the character in the game 'Halo',1.0,0.7109144542772862,2019-11-10,4.0
96,13,KUD,GRA,N,240GRAQ07,Medium,0.6271186440677966,1,59,134,GRA,"Who was the ancient Greek Goddess of love, desire and pleasure?",Aphrodite,In one story she was born from sea-foam and Uranus's severed genitals,1.0,0.74,,
97,37,KUD,GRA,N,256GRAQ02,Medium,0.5853658536585366,1,41,134,GRA,In which year will the next Glastonbury festival be held: A) 2018 B) 2019 C) 2020?,B) 2019,A year out for the ground to recover,1.0,0.6153846153846154,,
98,111,KUD,GRA,N,300GRAQ03,Medium,0.6283422459893048,1,374,134,GRA,"In terms of testing the hearts rhythm, what is ECG short for?",Electrocardiogram,,1.0,0.6994047619047619,2019-09-20,
99,131,KUD,GRA,N,290GRAQ01,Hard,0.3714285714285713,1,280,208,GRA,Which American basketball player won a 2018 Academy Award for his short film 'Dear Basketball'?,Kobe Bryant,Best Animated Short Film' category,1.0,0.35564853556485354,,
100,160,KUD,GRA,N,298GRAQ05,Hard,0.3665594855305466,1,311,208,GRA,"Beginning with 'I'[indigo] what geological term is defined as: a narrow strip of land with sea on either side, forming a link between two larger areas of land?",Isthmus,,1.0,0.4014084507042254,2019-09-06,
101,20,KUD,GEO,N,237GEOQ10,Easy,0.7931034482758621,1,29,225,GEO,Which country has the larger population; Italy or France?,France,"67 million, excluding overseas territories. Italy has 60 million",1.0,0.75,,
102,111,KUD,GEO,N,275GEOQ06,Easy,0.6594594594594595,1,185,225,GEO,In which continent would you find the ‘low countries’?,Europe,Belgium and the Netherlands then bordering regions in Germany and France,1.0,0.6703296703296703,,
103,207,KUD,GEO,N,328GEOQ10,Easy,0.6835016835016835,1,297,225,GEO,What is the currency of Vietnam?,Dong,Vietnamese Dong,1.0,0.6887608069164265,2019-09-06,
104,42,KUD,GEO,N,277GEOQ01,Medium,0.5858585858585859,1,198,85,GEO,Name the only capital city in the world to begin with the letter Z?,Zagreb,Capital of Croatia,1.0,0.5808383233532934,,
105,44,KUD,GEO,N,277GEOQ07,Medium,0.6363636363636364,1,176,85,GEO,In which South American country would you find the UNESCO World Heritage Site the Nazca Lines?,Peru,,1.0,0.6706586826347305,,
106,59,KUD,GEO,N,295GEOQ09,Medium,0.6198083067092651,1,313,85,GEO,True or False: The English town of Westward Ho officially has an exclamation mark in its name?,True,Westward Ho! Only place in the UK to have it,1.0,0.6598639455782312,,
107,55,KUD,GEO,N,273GEOQ03,Hard,0.516728624535316,1,269,126,GEO,Quito [KEY-TOH] is the capital city of which South American country?,Ecuador,,1.0,0.5366795366795367,,
108,98,KUD,GEO,N,307GEOQ06,Hard,0.3978201634877384,1,367,126,GEO,"Russia’s longest national border is with Kazakhstan, but which country is Russia’s second longest border with?",China,3645km. Third is Mongolia,1.0,0.4101123595505618,2019-10-26,
109,77,KUD,FOO,N,273FOOQ06,Easy,0.7751479289940828,1,169,146,,,,,,,,
110,112,KUD,FOO,N,294FOOQ09,Easy,0.794344473007712,1,389,146,FOO,What animal is the mascot for 'The Coca Cola Company'?,Polar Bear,,1.0,0.8196286472148541,,
111,127,KUD,FOO,N,311FOOQ02,Easy,0.943661971830986,1,355,146,FOO,Which European country is the thick soup minestrone [min-a-stro-nee] from?,Italy,"There is no set recipe for minestrone, usually just uses vegetables that are in season.",1.0,0.9654178674351584,,
112,20,KUD,FOO,N,268FOOQ07,Medium,0.6470588235294118,1,102,52,FOO,The American State of Georgia is famous for what fruit?,Peach,,1.0,0.673469387755102,,
113,32,KUD,FOO,N,289FOOQ03,Medium,0.5189873417721519,1,79,52,FOO," 'Thin mints', 'peanut butter patties', 'savannah smiles' and 'do-si-dos' are all cookies sold by which American organisation?",Girl Scouts,,1.0,0.5540540540540541,,
114,43,KUD,FOO,N,320FOOQ03,Medium,0.6675257731958762,1,388,52,FOO,Name the Dutch treat of two thin flat layers of baked dough with a caramel syrup filling in the middle?,Stroopwafel,Translates to mean; syrup waffle,1.0,0.7076502732240437,,
115,47,KUD,FOO,N,286FOOQ03,Hard,0.3584905660377358,1,159,80,FOO,"In China, does resting your chopsticks on top of the bowl traditionally mean you are: finished or taking a break?",Finished,Resting chopsticks next to the bowl means you are merely taking a break.,1.0,0.375,,
116,72,KUD,FOO,N,306FOOQ08,Hard,0.2537764350453172,1,331,80,FOO,"If you were to eat 'shirred' eggs, how would they have been cooked?",Baked/roasted,Baked or roasted in a flat bottom dish,1.0,0.2692307692307692,2020-10-12,
117,41,KUD,SCI,N,255SCIQ08,Easy,0.7111111111111111,1,90,168,SCI,True or False: Men have more taste buds on their tongues than women?,False,Other way round,1.0,0.7441860465116279,2020-11-23,
118,101,KUD,SCI,N,284SCIQ05,Easy,0.9159663865546218,1,238,168,SCI,True or False: A Koala is a type of bear?,FALSE,They are Marsupials,1.0,0.9396551724137931,2020-11-30,
119,127,KUD,SCI,N,301SCIQ10,Easy,0.7813620071684588,1,279,168,SCI,"The circumference of a circle is calculated by what number, multiplied by Pi and the radius?",2,C=2πR. Circumference=2 x Pi x Radius,1.0,0.8125,2020-01-17,
120,8,KUD,SCI,N,246SCIQ06,Medium,0.65,1,20,63,SCI,"What type of animal is a Tarantula Hawk: A)Bird, B)Spider, C)Wasp?",C)Wasp,Also a band from California. The wasp can be up to 2 inches long,1.0,0.65,2020-08-31,
